,Unnamed: 0,text,Radnja,Rezija,Gluma,Muzika,Opsti utisak film,Opsti utisak komentar,Specijalni efekti
108,,"znači ako kritičari kažu da je film dobar, onda je dobar. čak i ako si siguran da je loš, ti treba da ubediš sebe da je dobar jer su neki ljudi koji znaju više o filmu od tebe rekli da je odličan? strašno je koliki su dronovi bez ikakve sposobnosti kritičkog mišljenja ljudi postali.   The Cabin in the Woods je toliko očigledno loš film, da nema tog kritičara, producenta, režisera, promotera... koji me može ubediti u suprotno.   Ne bih sada da ulazim u teorije zavere, ali eto u svetu DJ-inga je isplivalo da su likovi poput Svedish House Mafia i Steve Aoki (cija je muzika realno djubre) kupovali desetine hiljada lajkova od meksikanaca kako bi se predstavili kao neke superzvezde. Na kraju su to i uspeli, a gomila dronova koji su u to poverovali i dalje sece vene na njihovu uvredljivo glupu muziku (bez obzira sto se saznalo na koje su sve nacine dolazili do popularnosti). Kupuju se glasovi i za DJ Mag TOP 100, a verujem da se slicne stvari desavaju i u svetu filma, pa ti onda nemoj verovati sebi nego veruj masi ili kritičarima.",None,None,None,None,Negative,None,None
109,,"Ma super je kako ste svi pametniji od kritičara i jednostavno nema šanse da su kritičari u pravu. Ako vi kažete da je sranje, onda to jednostavno ne može biti ništa drugo nego sranje! Vidi se da vam fali edukacije i pravih filmskih lektira..... A možda je jednostavno stvar u mentalitetu.",None,None,None,None,None,None,None
110,,"""The Cabin in the deeeeeeeep shits"" bi bio bolji naziv...Uzasno je blaga rec...Veoma glup i dosadan film...Veoma glup i dosadan film...Veoma glup i dosadan film...Veoma glup i dosadan film...smara me vise da pisem da je ovo jedan uzasno smaracki film...ali me je toliko uzasnuo svojom gluposcu da nemam reci...  IMdB 7,6 !?!?!?!?!!!!!!!!!  Metacritic 76/100 !?!?!!!?!!?!?!?!?!?!?!?!?!?  Rotten tomatoes 90/100 ??????????????????????????????????????????????????????????????  .........You have got to be f***ing kidding me..........",None,None,None,None,Negative,None,None
111,,"strašno mi je što ljudi uporno u vezi ovog filma ponavljaju ""nisi shvatio"". skapirajte više da nema šta da se shvati. ako hoćeš da praviš omaž, onda to uradiš kvalitetno. i ako ovaj film (koji je koštao 30 miliona i izgleda super LAME) pokušava da bude omaž legendarnim ostvarenjima poput Evil Dead, onda je to uvreda a ne omaž.",None,None,None,None,Negative,None,None
112,,"Ok, slazem se za serije, ima sjajnih, nego da se vratimo na film.. Meni nije bio tako los, mozda zato sto sam spustio ocekivanja.. Pocinje kao standardni horor, pun klisea, a zavrsava se ok, sem ponekih specijalnih efekata koji su mi izgledali lose.. Sve u svemu, solidno.. Planiram da pogledam horor film Hatchet (ima dva nastavka), navodno je dobar, kao omaz hororima 80-ih, a ono sto me privuklo jeste sto na posteru pise ""It's not a remake, it's not sa sequel and it's not based on a Japanese one"" :) Holivudu polako ponestaje ideja, tako da mi je Cabin bio sasvim solidan za gledanje u drustvu ljubitelja horora, mada nece postati kultni poput Evil Dead-a cemu je Whedon ocito tezio.. :)",None,None,None,None,Neutral,None,Negative
113,,"I ja mislim da su serije sve kvalitetnije u zadnje vreme a filmovi sve lošiji. I mislim da bi bilo super da pravite recenzije serija po sezonama. Breaking Bad, Dexter, Shameless US, Game of Thrones, Mad Man, The Killing, Boss, Homeland, Modern Family, New Girl, Downton Abbey - samo su neke od super kvalitetnih serija svih žanrova kojima ni jedan film ne može da priđe.   Što se tiče ovog filma meni je ovo jako loše i početak i sredina i ona kompijuterizovana čudovišta na kraju. Mislio sam da će ovo biti neki visokointeligentni horor sudeći po komentarima na netu i oceni na imdb al sam dobio smeće. Od mene jedva 2/10.",None,None,None,None,Negative,None,None
114,,"Okej, to je bio samo predlog.. :) U svakom slucaju nastavite i ovako, odlican je sajt.. :) Sasa, moram da ti ukazem da te serije koje si nabrojao (tipa CSI i ostali detektivi, advokati, ubaci randon zanimanje) nisu najbolje sto postoji od serija, vec ih nasi otkupljuju jer su im jeftinije i lakse za pracenje.. A danas zaista ima kvalitetnih serija poput Mad Mena, Breaking Bada, Game of Thrones, koje nikako nisu tipicne..",None,None,None,None,None,None,None
115,,"Poštovani,   u nekoliko navrata su nas ljudi pitali zašto ne pišemo preporuke za serije. Počevši od toga što u samom nazvu sajta je istaknuto da smo strogo bazirani na filmu, recenzija serija je prilično nezahvala proceš pošto kvalitet istih varira iz sezone u sezonu. Da bi se pokrivale aktulane serije, mora se raditi kritika ili epizode po epizodu ili čitave sezone, a to nam zaista dosta vremena oduzima.",None,None,None,None,None,None,None
116,,"Ma kakve serije i trica! Pogotovo ove moderne serije o super detektivima, nadri forenzičarima, uber doktorima, savršenim drotovima, genijalnim fudbalerima, i ne znam šta još sve ne, a da, sci-fi glupostima, da ti se stuži. Toliko klišea i gluposti, da ne znam više odakle samo sve to dolazi. Ono što vrijedi i što sam zadnje pratio bile su Mućke i Bolji život.",None,None,None,None,None,None,None
117,,"Moj komentar nema veze sa ovim filmom, nego me zanima zasto ne bi pisao recenzije pojedinih serija po sezonama? To je samo ideja, ali danas ima puno dobrih serija (boljih nego mnogo filmova, jer imaju vremena da razrade likove i pricu) poput Breaking Bad, Game Of Thrones, Sons Of Anarchy.. Ako ih nisi gledao, preporucujem ti ih, i mozda da prosiris recenzije i na serije ako budes imao vremena da ih odgledas.. To je jedini problem, suvise dobrih serija, premalo vremena.. :)",None,None,None,None,None,None,None
118,,"Da li si uopšte isčitao recenziju? Istakao sam da su Godar i Viton koristili formu i formulu kako bi istu kritikovali, i da su klišei i jednodimenzionalni likovi verovatno sa ciljem oslikani tako (jer ne mogu da tvrdi da jesu pošto film nije klasifikovan kao komedija) kako bi to ismevali. Sada, sam satiričan pristup nije dobar i da gledam nešto sat vremena što je navodno samosvesno svoje gluposti ne čini ga momentalno dobrim.   Ja jesam fan satiričkih horor filmova, izuzetno volim miks komedije i horora ali ovaj projekat previše svog vremena oduzima da bi dokazao određenu poentu. Smisao jeste očigledan, ali sam tok jednostavno nije zabavan.",Negative,None,None,None,Negative,Negative,None
119,,"ajme, sad si me zbilja razočarao... pa je l vi zbilja ne vidite što je dobro u filmu? ni malo? možete li malo nadići vlasiti ukus i objektivno sagledavati neke stvari ili sve mora biti tako subjektivno? Klišej do klišeja? Pa da, halo? To i je poanta cijelog filma, od toga ne da se nije pokušalo pobjeći nego upravo suprotno - dobro poznate stvari ukomponirane u jednu novu dimenziju. baš mi je žao što vam je promaknulo ono najbitnije. ja sam taj film gledao u kinu još davno i u potpunosti uživao. i opet bih ga mogao gledati. a da napomenem pritom da UOPĆE nisam fan ovakvih filmova. Chronicle i Cabin su filmovi koji su skroz redefinirali žanr.",None,None,None,None,None,Negative,None
120,,"Apsolutno se slazem sa recenzijom.Totalno mi nisu jasni ljudi koji su hvalili ovaj film na netu, na ciji ""nagovor"" sam i pogledao ovaj film..klise do klisea,rupa do rupe..i sve to mucenje da bi videli kompjuterizovana cudovista kako bacakaju ljude na kraju..  jedino se ne slazem sa tobom da je taj scenario uopste imao nekog potencijala..ocena 2/10",Negative,None,None,None,Negative,Positive,None
121,,"Nije Denis Kvejd, vec Daglas.. :) Nisam jos stigao da gledam ovaj film, ali planiram... Ocekivao sam da ce biti tako nesto ""style over supstance"", gde ce prica biti ista, samo bolje snimljena.. Ali da ga ne pljujem odmah, prvo cu da odgledam, jer iako original nije bio sjajan sf (i retko sta je posle Blade Runnera meni), bar je bio zabavan.. :) Od skoro sam otkrio tvoje recenzije i uglavnom se slazem sa tobom, i postao sam fan brace Koen posle tebe (za sada gledao Fargo, No country i Burn after reading)... Ako mogu da ti preporucim neki dobar film koji nisi recenzirao - V for vendetta, jedan od mojih omiljenih posle Fight Cluba..",None,None,None,None,None,Positive,None
122,,"Ако имамо у виду филмове који прате животну драму неког лика, мислим да су генерално прецењени. Иако филмови попут овог, Scarface-a, Goodfellas имају велику репутацију и чврсту базу фанова мислим да сви имају један огромну монотону фазу која почиње са почетком пада главног лика.  Далеко од тога да су наведени филмови, као и овај, лоши (чак напротив) али мислим да их њихово дуго трајање (које узрокује неку врсту празног хода) убија и спречава да буду још бољи.  Једино је Форест Гамп у том рангу успео да без икакве грешке прикаже праву животну драму.   Иначе, добра критика.",None,None,None,None,None,Positive,None
123,,"Dugo pratim tvoje recenzije ali nikako da ostavim komentar. Sve pohvale na trudu da ih napišeš, mišljenje nam se uglavnom poklapa, u nekih 80% slučajeva.  Što se ovog filma tiče, stvarno je film dobar, radnja teče i nije dosadan. Gluma jeste perfektna, pogotovo Džulijanina, koju inače volim da vidim na filmu. Čak sam se i ja osećao napeto na početku debate oko toga kako će proći, što znači da je uspela u svom poslu da se poveže sa gledaocima.  Jedino što bih zamerio ovom filmu jeste jednodimenzionalnost glavnih muških likova. Ne pratim američku politiku ali stvarno ne verujem da je jedan političar dobar koliko je ovaj predstavljen. Možda je meni nešto promaklo oko njegove ličnosti ili je on stvarno takav ali to je jedna jedina mala zamerka, mislim da je trebalo dvodimenzionalnije da urade i Mekejna i Šmita. Takođe mislim da bi se neki drugi glumac bolje snašao u ulozi Šmita, Harlson se, po meni, nije snašao kako bi recimo, možda, Šon Pen.  Sve u svemu film je svakako vredan gledanja i ima jako puno atributa. Nisu ovo ne znam ni ja kakve zamerke, samo su za napomenuti. Od mene bi bila osmica.",None,None,Positive,None,Positive,Positive,None
124,,"Nije ovo nikakvo remek delo, ovo je Nolanov pokušaj pljuvanja u lice svim prethodnima autorima stripova. Samo mi nije jasno kako Gorane nisi to shvatio iako sam kažeš da si čitao stripove. Mislim film o betmen na čijem kraju on kaže kako neće više da bude betmen...ALO PA KOJEM GENIJU IZ HOLIVUDA JE TO PALO NA PAMET!?!?!? Mislim pričamo o Brus Vejnu čoveku koji od rođenja ima pik od rodjenja na kriminal i zločince i čovek koji će sve da učini kako bi ih smestio iza rešetaka u ovom skrnavljenju od franšize se na kraju povlači. Ili na primer, betmobil, još jedan od zaštitnih znakova Betmena-to vozilo treba da izgleda kao automobil ili barem nalik na njega a ne kao neki tenk baziran na najnovijem lambordžiniju. Ovaj film ne bi trebao da ima više od ocene 3. Al' kapiram čemu ovoliko uzbuđenje, za to je Nolan majstor. Kad mu prvi put odgledaš film, oduševljen si, a kad počneš da razmišljaš malo shvatiš koliko ima rupa u priči. Isto mu je i sa prethodnim delovima Betmena i isto mu je i sa Inception-om.  Ako hoćete da gledate film koji prikazuje Betmena kakav stvarno treba da bude gledajte onaj iz '89-e sa Majkl Kitonom i u režiji brilijantnog Tima Bartona.",Negative,Negative,None,None,Negative,None,None
125,,"šta reći o trilogiji kristofera nolana sem remek djela. za mene je MRAČNI VITEZ gdje je ledžer briljirao kao džoker najbolji znači čista 10 a ova druga dva 8,5, ovo neznači da su ova dva lošija jednostavno je MRAČNI VITEZ bolji.  ako neko poslije nolana odluči da radi još neki film o betmenu biće mu teško jer je nolan ostavio težak zadatak.",None,Positive,Positive,None,Positive,None,None
126,,"Nisu mogli snimiti cjeli film u IMAX-u zbog jakog zvuka sto proizvode takve kamere, pa su se skoro sve scene dijaloga snimale obicnim kamerama. Evo jedan isjecak iz teksta -''Wally Pfister želio je kompletan film snimiti u IMAX-u,ali zbog glasnog zvuka kojeg proizvode IMAX kamere, morale su biti korištene 35mm i 70mm kamere tijekom snimanja scena dijaloga, a sami dijalozi morali su biti sinkronizirani kada se snimalo IMAX kamerama''-",None,None,None,None,None,None,None
127,,"Pa promena aspect ratio je bila i u proslom delu, tj. gde god se koristi IMAX kamera. A nije mi jasno sta radis, dodjes do pola filma, onda napises na ovom blogu sta ti se ne svidja u filmu i onda nastavis da ga gledas? Odgledaj film odjednom i uzivaj u njemu. A film sam cekao od 2008. i uspinuo je sva moja ocekivanja.  E da i Gorane, svaka cast na blogu, redovno ga pratim i uzivam u tvojim recenzijama. Pozdrav i nastavi sa dobrim radom.",None,None,None,None,Positive,None,None
128,,"Nisam jos gledao ovaj film,ali mora biti dobar,prevashodno sto nema Rachel,odnosno glumice Maggie Gyllenhaal,ciji izbor za ulogu pomenutog lika i do dan danas ne shvatam.To mi je bio najveci trn u oku kod prethodnog nastavka.Sto se tice Ledger-a,covek je odlicno odradio posao,ali da se ne lazemo d anije umro,nikada ne bi dobio oskara za ulogu iz filma Betmen!Pozdrav svima!",None,None,Negative,None,None,None,None
129,,"Kakav promašaj od filma! Toliko nelogičnosti i totalnih gluposti u scenariju, besmislenih scena i nelogičnih preokreta. Plitak i nedorečen film, koji jedino vadi šminka i kamera. Nolan je definitivno postao vrhunski majstor da napravi prividno kvalitetan proizvod od nikakvih sastojaka. Još gori su mi oni koji nasedaju na njegovu prevaru i vide nekakvu umetnost u njegovim odvratnim budalaštinama.",Negative,Negative,None,None,Negative,None,Positive
130,,"ma ja sam aplaudirala na kraju filma , po meni najbolji betmen ikad...i mislim da uopste ne treba porediti jockera i bejna , jedan zlikovac pripada jednom nastavku filma i tu mu uloga prestaje..Ja sam prilicno ocarana Tom Hardy-jem u ovom nastavku , i mislim da parira savrseno prethodnim zlikovcima... cela prica je sjajno ispricana , sa neposrednim uvodjenjem jos likova u pricu i sjajnom glumackom ekipom .",None,None,Positive,None,Positive,None,None
131,,"Christopher Nolan je prvobitno savršen story teller, što je po mom mišljenju najbitnije u jednom filmu. U ovom kao i u prethodna 2 filma, Christopher je uspeo upravo u tome, da ispriča jednu celokupnu, ne toliko predvidivu kompleksnu a prihvatljivu priču. Fantastično je zaokružio trilogiju i završio priču. Iako sam veći fan prethodnog dela, zbog Ledger-a, ovom filmu bi dao bez puno razmilšljanja čistu devetku.",Positive,Positive,None,None,Positive,None,None
132,,"mislim da ce ovo iz moje perspektive biti najbolji betmen jer (citajuci recenziju, nisam gledao film) ima kompleksniju pricu a ne zadire u teme morala, nade, sumnje, iskupljenje i ljubavi koje su po meni nekako ""vestacki"" ubacene u prethodna dva dela. opet, tu nece biti pregenijalni hit ledzer ali svakako moramo skoknuti ovih dana do ns da pogledam ovaj film (jer subotica nema bioskop, sramota)",None,None,None,None,None,None,None
133,,"Meni nikako nije bio dosadan, niti sam imala utisak da je losiji od proslih.. Ima i moralnih dilema, i super mi je prica o Bejnu, dijalozi su fenomenalni..Cak i ono kakav je Brus bio sve vreme i kako samog Betmena upotpunjuju Ketvumen i Robin je bas kako treba... Jedino sto mi je smetalo je sto nisam bas razumela najbolje ni Bejna ni Betmena u nekim trenucima..Tako da cu ga pogledati ponovo kad se vratim u Srbiju..",None,None,None,None,Positive,None,None
134,,"Meni su prva dva ""REC"" filma bila odlicna, a ovaj vidim kao zabavan predah, posto nam se sprema i poslednji deo fransize. Na slican nacin mi je bio dobar i ""Cabin Fever 2"". Volim kada autori prave zaokrete i ne drze se zacrtanih kanona koji su neku fransizu ucinili popularnom. Mozda bas nedostatka hrabrosti da se bilo sta promeni neke druge serijale, kao sto je ""Paranormal Activity"", cine polako dosadnim.",None,None,None,None,Positive,None,None
135,,"Kristin Dunst nije bila Gven Stejsi nego Mary Jane, iako mislim da bi Kristin Dunst bolje igrala ulogu Gven Stejsi, a Emma Stone ulogu Mary Jane, ali to je stvar ukusa... drago mi je što su prihvatili orginalno priču iz stripa, gdje Spiderman sam sebi pravi mrežu i nije dobio tu moć kada ga je ugrizao pauk, film ima dosta promašaja, scenario je urađen za malu djecu, ali jedina stvar unutar njega pozitivna je da Piter Parker nije emo geek i osoba koja nema smisao za humor, kako je bilo prikazano u prošloj ekranizaciji. Garfild je idealan Spiderman, tu ne dijelim mišljenje sa tobom i uz iskusnijeg rediteljaa mislim da je mogao dosta više pokazati, ovako će ostati samo solidan film sa nastavkom, upravo od nastavka očekujem da dopuni ovu prazninu oko njegovih roditelja i sve nejasne stvari pokuša objasniti i da napokon nađu adekvatne ljude koji će raditi CGI. Pozdrav.",Negative,None,None,None,None,None,None
136,,"jedan od najglupljih filmova koje sam gledao ikada (a gledao sam mnooogo debilnih ostvarenja). Generalno se slazem sa vasim kritikama, ali ovo....ovo djubre da dobije 10, to stvarno ne mogu da razumem.  ovde mi se cini da vazi ""carevo novo odelo"" princip: ako ljudi kazu da je dobar film, onda moram i ja  pozdrav",None,None,None,None,Negative,Negative,None
137,,"Prvo - nadam se da ti si nenamerno pogresila vek u kojem su Maje imale svoj vrhunac, posto je XX 20. :D A Drugo, ozbiljnije, ono sto kazes za Gibsonovu opsesiju hriscanstvom. Da, on jeste veliki vernik, to sam video na vise mesta da bas licno on to istice (a i znamo svi za njegov navodni antisemitizam), ali mislim da u ovom slucaju tom poslednjom scenom zeli da prikaze bas suprotno od toga sto ti kazes (varvarskom narodu na kraju stize svetlost hriscanstva da ga spase iz prokletstva), jer je opste poznato sta je ta ""svetlost"" donela Majama i ostalim americkim civilizacijama. Mislim da je on bas nagovestio taj horor, jer Jaguarova sapa, videvsi brodove, naslucuje opasnost i zenu i decu vodi duboko u sumu, sto dalje od spanskih ""prosvetitelja""... Pozz :)",None,None,None,None,None,None,None
138,,"samo jedna stvar o 'realnosti' ovog filma: civilizacija maja je procvat dozivela u XX veku i posle toga je zamrla. na kraju filma se vide spanske galije koje u ameriku dolaze uveliko posle XVI veka. to bi bilo kao kada bi se na kraju maricke bitke pojavio pancer tenk :P  mada, verujem da je to sve deo velike gibsonove opsesije hriscanstvom - varvarskom narodu na kraju stize svetlost hriscanstva da ga spase iz prokletstva. tehnicka savrsenost je slabo opravdanje za ruzno nametanje ideologije i nepostovanje istorijskih cinjenica.",None,None,None,None,None,None,None
139,,"Kao i Klint Istvud, Gibson je bolji režiser nego glumac, ali za razliku od besprekorno uzornog ""prljavog Harija"", Mel je osoba krajnje problematičnih pogleda na svet...Sve to ne bi bilo ništa strašno, da svoje stavove posredno i neposredno ne projektuje na svoje filmove,Tehnički savršeni, zanatski majstorski, opet problematični po stavovima koje iznose...O tome možete razgovarati sa Englezima o ličnosti Vilijama Volasa, sa Jevrejima o njihovoj ulozi u pogubljenju politički opasne ličnosti u jednom periodu istorije ili sa stanovnicima Centralne Amerike o njihovom kulturnom nasleđu koje podrazumeva brutalno čupanje srca iz grudnog koša karakteristično za neke sasvim druge narode.Današnjoj publlici ovakvi filmovi postaju činjenice, tako da Gibson sa stanovišta lične odgovornosti snosi dobar deo iste za iskrivljivanje istorije.Situacija je gora jer su u pitanju jako dobri filmovi i samim tim jako uverljivi...Ako je do ličnog stava i umetničke slobode super, ali mislim da Mel ima drugačiju ideju...To i pokazuje svojim javnim ispadima.Da ne bude zabune, ovo je i jedan od mojih omiljenih filmova, ali treba biti realan i objektivan...",None,Neutral,None,None,Positive,None,None
140,,"film kao film,jeste odlican,zajedno sa scenarijem i svemu ostalom..  za razliku od dzolijeve koja namerno iznosi one brojke i ""cinjenice"" u filmu i tim pretenduje da opise istoriju kroz ""istinite dogadjaje"", u ovom filmu gibson nije iznosio nijedan istorijski podatak, nego se fokusirao na pricu i film sto je za svaku pohvalu, tako da price o ""istorijski netacnim"" informacijama padaju u vodu u ovom slucaju..  mada jeste malo ""prenapucan"" film..u holivud fazonu (necu da kazem koje scene da ne bude spoil)..tako da ja bi mu dao 8/10...",Positive,None,None,None,Positive,None,None
141,,"Pre svega da kazem da sam stvorio naviku da, kada zavrsim sve obaveze koje imam i sednem da gledam neki novi film, prvo ide kakavfilm, imdb i na kraju trailer.. To bi bilo ukratko o tome sta mislim o blogu i recenzijama na njemu.. Ali, dati ovom filmu 9, po meni je smesno.. Nisam gledao nijedan film ovog reditelja pre ovog (bar mislim), ali film ima dosta propusta, koliko to moje laicko oko moze primetiti.. Prosto nisam mogao da poverujem da je Vinsent Kasel mogao prihvatiti ovakav film-uloga mu je smesna.. Covek koji je medju top 10 relativno mladjih glumaca igra nedokazanog geja sa losim ruskim akcentom. Ceo film sam proveo u iscekivanju kada ce Kasel zasijati. Ne opravdava titulu jednog od najboljih glumaca starog kontinenta, ovde, nikako. Dalje, muzika u celom filmu je par nota na violini i to kada ubijena prostitutka prica.. I na kraju, najveci sok: sofer koji je dobio cin kapetana i to zbog toga da bude ubijen, predlaze gazdinom sinu da strpaju matorog u zatvor :).. grohotom se smejem. I to sve smesteno u par dana.. Ima jos dosta po meni banalnih detalja, ali oduzih i ovako.. Ocena 6",None,None,None,Negative,Negative,Negative,None
142,,"Genijalan film, jedan od omiljenih i jedan od onih koji mogu da gledam svaki put kad imam slobodong vremena.   P.S. Pratim tvoj blog jedno godinu dana i pre svega da pohvalim tvoj rad(izuzetne recenzije i odličan odabir filmova) a sad bih ti predložio da pogledaš sledeće filmove i stvarno bih cenio kad bi napisao rezenziju o istim.  Birdman of Alcatraz(film iz 1962 malo popularan ali genijalan pa ne bi bilo loše kad bi malo pisao i o tim starijim filmovima)  12(Ruska verzija iz 2007)  The Terminal sa Tom Henksom i Spilbergom na mesu reditelja.",None,None,None,None,Positive,None,None
143,,"Čim sam pročitao recenziju pre par meseci znao sam da će mi se film dopasti - i jeste.  Prvo želim da pohvalim autora na ovoj recenziji koja je fenomenalno odrađena a onda i ceo film koji je bezprekoran, konstantno ""dinamičan"" (odnosno ne možete prestati da ga gledate) i čije su glavne akterke neverovatno odradile svoj posao. Kejt Blenšet je fantastična u ulozi Šibe ali, kao što si i sam rekao, zvezda ovog filma je Džudi Denč koja NEVEROVATNO oslikava Barbaru. Toliko potegnutih tema - stvarno bez reči; Obavezno pogledati ovaj film!",None,None,Positive,None,Positive,Positive,None
144,,No problem. :),None,None,None,None,None,None,None
145,,"Solidan film, nista posebno   Najbolje od svega je njihovo varanje, kao ona fora sa rukama.  To je toliko glupa fora da je to strasno, kao da ih niko ne gleda(to u stvarnosti nikad ne bi uspelo)+pricanja, ja sam cuo da je tamo zabranjeno pricanje, ima par pokreta koji oznacavaju da li hoces da ides dalje ili ne i to je to.",None,None,None,None,Neutral,None,None
146,,"Ne bih se usudila nazvati film remek djelom,zato sto mi se razvodnio ukus od poplave raznoraznih remek djela:),ali kad sam odgledala film,bila sam fascinirana...Mislim da je malo ko do sada uspio tako hirurski precizno napraviti razliku izmedju pojma ljubavi na americkom i evropskom kontinentu..za mene je Woody Allen sve bolji i bolji",None,Positive,None,None,Positive,None,None
147,,"Fantasticno!!!:)Nisam verovao da cu gledati tako zanimljiv projekat...Potpuno je drugacije od svega sa cim bi trebalo da bude slicno,i upravo ta razlicitost je ono sto ovaj film meni stavlja ispred svih filmova ovog zanra koje sam do sad gledao...Joseph me odusevljava iz filma u film...i ovde i u 50/50 i u Inception,a sad sam video da sam sa njim cak gledao i ""Holly matrimony"":) kad je imao 13 godina,i tu je bio vec dobar...:)  Konacno film kojem ne znas kraj posle 5 min gledanja,konacno film sa odlicnim scenariom,odlicnom glumom...Jedino mi je cudna Gordonova skorasnja izjava uvezi ovog filma http://www.happynovisad.com/film/gordon-levitt-mo...  ...U neku ruku i jeste uredu to sto kaze,ali je isto tako uredu da njegov lik u filmu bude isfrustriran razvojem situacije i,iako je mozda previse romanticarski razmisljati kao Tom u filmu,ne mislim da je njegov lik sebican,zar ne?",None,Positive,Positive,None,Positive,None,None
148,,"Meni se nimalo nije svideo prvi put kad sam ga gledao, prosto previše mi igraju poker, a i nije mi to nekak James Bond nego samo običan akcioni film, navikao sam se prosto da James Bond bude sofisticiran i da ima one njegove fazone čuvene i neke te spravice iz budućnosti, a u ovom filmu im Erikson telefon, a u sledećem će da pije Hajniken mislim previše se komercijalizuje.",None,None,None,None,Negative,None,None
149,,"Najplići i najglupjli SF film od svih sa ozbiljnijim ambicijama. Pišem ovo samo iz razloga sto su mi se Goranovi komentari svidjeli, ali Prometej... Poslije oskarovskog ""Čikaga"" najgluplje izgubljeno vrijeme na neki film koje nikada neću prežaliti.  Toliko je nelogičnosti, nedoslednosti, praznoće u skoro svakom dijalogu, a kada bi se sve to počelo nabrajati kucanje bi trajalo duže od samog filma.  Svaka ocjena za ovakav film preko 1/10 je čisto čašćavanje autora zarad stare slave.",None,None,None,None,Negative,None,None
150,,"Meni samo nije uopste jasno zasto,zasto,zasto je u ovaj film ubacen Alien.Prica je ajde donekle na pocetku ok,Bogovi,mitologija,a onda pocinju nebuloze,kao da su tri filma u jednom.Glumacka ekipa totalno promasena,Sarliz Teron kruta ko u Hancocku,Michael Fassbender kao robot toliko iritira,a ostali ko da su nadjeni na vasaru.Zaista se ne slazem sa recenzijom,ocena 6,5 je max.Zao mi je samo,jer film je imao kalupa da bude mnogo bolji.",None,None,Negative,None,Negative,Negative,None
151,,"odgledah ga..  kakav klasik,covece?ovaj film je izuzetno los.  pun je rupa,nelogicnosti,kraj je ocajan,  isforsiran film da kao ne lici na aliena,u stvari ceo film vristi koliko lici na alien u detaljima koji nemaju blage veze ni sa cim.  ovo ti spada u najlosije recenzije na ovom sajtu. http://www.youtube.com/watch?v=-BWnTW4rL0U",None,None,None,None,Negative,None,None
152,,"Meni je film bio ok, ocekivao sam vise, ali daleko od toga da je film los, ali mi se cini da ima nekoliko rupa prici. Mislim na to kako je moguce da posle operacije stomaka odmah ustane i hoda, zasto ih je vanzemaljac od kog smo nastali, cim se probudio odmah skocio da ih pobije (uzimajuci u obzir da su naprednija rasa od nase), kako je robot znao da ce vanzemaljac da napadne doktorku i upozori je bas par sekundi pre nego sto pokusa da je napadne...? Voleo bih da mi odgovoris na ovo posto me bas zanima tvoje misljenje o ovome. Hvala. Inace volim da citam vase recenzije, i prvo odem na vas sajt pre nego sto odlucim da li cu da odgledam neki film i retko sam pogresio. Svidja mi se vas rad i samo napred. Pozdrav.",Negative,None,None,None,Neutral,None,None
153,,"Ovaj film sa ocekivao sa bezgranicnim nestrpljenjem i jako sam se nadao da me nece razocarati obzirom da sam veliki ljubitelj Alien franshize i S.F. zanra uopste kako filmova tako i knjiga.  Film me je prvo odusevio, estetika pre svega, prica o suludo mocnoj korporaciji, placenici, sve je delovalo da ce se razvijati u pravom smeru. Film dobro tece i ima sjajnu atmosferu skoro 2/3 vremena iako sam se malo smorio sa celim pro-kreacionistickim sviranjem i prilicno jadnim i neubedljivim animacijama belih arijevaca. Na posletku sam se potpuno razocarao sa nelogicnostima u prici i vise nego bednim krajem. Od mene 6+ samo zbog Alien estetike i bolecivosti na Gajgera.  p.s. stvarno mislim da nikako ne zasluzuje da se nazove prethodnicom Aliena.",Negative,None,None,None,Negative,None,Positive
154,,"Ok, film ima neku tezinu, ali... Kako objasnjavas onu glupu scenu kada Vanzemaljac (tj nas ""stvoritelj"", kako su ga u filmu prikazali) kida glavu robotu i pritom ta glava sve vreme prica? O.o zar nije malo sve to glupavo odradjeno?  p.s. Sto je najgore od svega, dok su onom vanzemaljcu pricali i vikali na njega, prokomentarisao sam i rekao: Sad bi najjace bilo kad bi ovom besmrtnom robotu otkinuo glavu? i tako i bude :) nisam verovao iskreno i tad sam se bas razocarao u film",None,None,None,None,Negative,None,None
155,,"Genijalan film, a to što današnja publika tj. gledaoci ne očekuju da razmišljaju dok gledaju film, feć žele servirane odgovore zaista ne razumem. Pa zar nije poenta filma da natera gledaoca da preispita ono u šta veruje i da nas natera da sami razvijamo sopstvenu sliku/pretstavu o svim pitanjima koja se postavljaju.Na zalost nagla modernizacija ubija kretivnost ljudskog uma!!  Radnja je metaforicna, cak alegoricna i prepuna simbolike sto je naravno odlika Ridlija, uljucite mozak, jer nije scenario prazan vec ono sto fali onima koji ga ne razumeju!!   Pozdrav",Positive,Positive,None,None,Positive,None,None
156,,"Znači ipak je uradio prequel, znam da su bile priče da ovo ipak neće biti prequel, nego neki sasvim film koji je inspirisan Alienom. I da, jer se Alien pojavljuje u filmu? Nekako one ""kobre"" iz onih ćupova su me navele da ovo nije Alien prequel, jer mi izgledaju nepoznato i novo, ništa slično Alien serijalu.",None,None,None,None,None,None,None
